round,r,f1_val,f1_val@0.5,pr_auc,n_tree,fit_s,num_leaves,learning_rate,reg_lambda,reg_alpha,scale_pos_weight,params
1,0.25,0.4791537025513379,0.0,0.43511650992541406,27,0.9,64,0.02133,2.3752,2.6648,2.309,"{""num_leaves"": 64, ""learning_rate"": 0.02133, ""reg_lambda"": 2.3752, ""reg_alpha"": 2.6648, ""scale_pos_weight"": 2.309, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.3059083379348426,0.09873489964805479,0.20742138019663875,36,1.7,4096,0.09037,4.6544,2.3207,6.069,"{""num_leaves"": 4096, ""learning_rate"": 0.09037, ""reg_lambda"": 4.6544, ""reg_alpha"": 2.3207, ""scale_pos_weight"": 6.069, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.44606221045665123,0.0,0.3714673315410902,42,3.2,16384,0.00331,2.5994,1.1421,8.853,"{""num_leaves"": 16384, ""learning_rate"": 0.00331, ""reg_lambda"": 2.5994, ""reg_alpha"": 1.1421, ""scale_pos_weight"": 8.853, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5148514851485149,0.5082621082621083,0.4671268925127666,166,2.7,2048,0.06535,2.5507,2.4939,2.687,"{""num_leaves"": 2048, ""learning_rate"": 0.06535, ""reg_lambda"": 2.5507, ""reg_alpha"": 2.4939, ""scale_pos_weight"": 2.687, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5347721822541966,0.4185844550586192,0.46865011784374816,240,4.0,128,0.03687,53.4858,1.165,7.561,"{""num_leaves"": 128, ""learning_rate"": 0.03687, ""reg_lambda"": 53.4858, ""reg_alpha"": 1.165, ""scale_pos_weight"": 7.561, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4968944099378882,0.0,0.3983150696453834,11,1.0,4096,0.02081,0.576,2.1461,1.121,"{""num_leaves"": 4096, ""learning_rate"": 0.02081, ""reg_lambda"": 0.576, ""reg_alpha"": 2.1461, ""scale_pos_weight"": 1.121, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4628632938643703,0.0,0.33918988767773606,11,0.7,512,0.00887,4.8751,1.2816,9.479,"{""num_leaves"": 512, ""learning_rate"": 0.00887, ""reg_lambda"": 4.8751, ""reg_alpha"": 1.2816, ""scale_pos_weight"": 9.479, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5326757090012331,0.43423423423423424,0.47379818688206243,178,2.5,64,0.06827,54.4721,1.5322,6.144,"{""num_leaves"": 64, ""learning_rate"": 0.06827, ""reg_lambda"": 54.4721, ""reg_alpha"": 1.5322, ""scale_pos_weight"": 6.144, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5495391705069125,0.5302214242968283,0.4999231721420713,176,3.5,8192,0.04822,2.6716,1.2702,2.059,"{""num_leaves"": 8192, ""learning_rate"": 0.04822, ""reg_lambda"": 2.6716, ""reg_alpha"": 1.2702, ""scale_pos_weight"": 2.059, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.550351288056206,0.0,0.47330805980418844,48,1.8,128,0.0106,53.693,2.9202,8.202,"{""num_leaves"": 128, ""learning_rate"": 0.0106, ""reg_lambda"": 53.693, ""reg_alpha"": 2.9202, ""scale_pos_weight"": 8.202, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5906120023767083,0.5735849056603773,0.5669214573767793,52,2.8,8192,0.04822,2.6716,1.2702,2.059,"{""num_leaves"": 8192, ""learning_rate"": 0.04822, ""reg_lambda"": 2.6716, ""reg_alpha"": 1.2702, ""scale_pos_weight"": 2.059, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5470485096434834,0.0,0.4510128318369117,15,3.3,16384,0.03176,68.1796,2.908,7.734,"{""num_leaves"": 16384, ""learning_rate"": 0.03176, ""reg_lambda"": 68.1796, ""reg_alpha"": 2.908, ""scale_pos_weight"": 7.734, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5795454545454546,0.43569922698524244,0.5336401549787724,104,2.7,512,0.00913,1.7508,2.5103,4.97,"{""num_leaves"": 512, ""learning_rate"": 0.00913, ""reg_lambda"": 1.7508, ""reg_alpha"": 2.5103, ""scale_pos_weight"": 4.97, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5674778761061947,0.5271507016473459,0.5233377567833567,73,3.0,4096,0.05246,97.2839,1.5197,2.539,"{""num_leaves"": 4096, ""learning_rate"": 0.05246, ""reg_lambda"": 97.2839, ""reg_alpha"": 1.5197, ""scale_pos_weight"": 2.539, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.579849946409432,0.5743589743589743,0.5601575403457886,250,7.2,1024,0.01412,24.0893,1.3807,9.477,"{""num_leaves"": 1024, ""learning_rate"": 0.01412, ""reg_lambda"": 24.0893, ""reg_alpha"": 1.3807, ""scale_pos_weight"": 9.477, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5977142857142858,0.592797783933518,0.5802713026279133,246,5.7,64,0.01968,13.9041,1.6337,7.61,"{""num_leaves"": 64, ""learning_rate"": 0.01968, ""reg_lambda"": 13.9041, ""reg_alpha"": 1.6337, ""scale_pos_weight"": 7.61, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5717403164211675,0.46153846153846156,0.5341907807977125,49,2.1,256,0.0225,3.2646,2.8103,2.53,"{""num_leaves"": 256, ""learning_rate"": 0.0225, ""reg_lambda"": 3.2646, ""reg_alpha"": 2.8103, ""scale_pos_weight"": 2.53, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6062389640965273,0.6037514654161782,0.5796964883128358,234,7.2,128,0.09832,62.4848,1.7196,7.82,"{""num_leaves"": 128, ""learning_rate"": 0.09832, ""reg_lambda"": 62.4848, ""reg_alpha"": 1.7196, ""scale_pos_weight"": 7.82, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5463071512309496,0.0,0.4465796532043101,19,1.8,8192,0.02232,87.7159,1.6586,8.587,"{""num_leaves"": 8192, ""learning_rate"": 0.02232, ""reg_lambda"": 87.7159, ""reg_alpha"": 1.6586, ""scale_pos_weight"": 8.587, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.56657223796034,0.5620689655172414,0.5455340914710205,116,3.8,128,0.03687,53.4858,1.165,7.561,"{""num_leaves"": 128, ""learning_rate"": 0.03687, ""reg_lambda"": 53.4858, ""reg_alpha"": 1.165, ""scale_pos_weight"": 7.561, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5678873239436619,0.5652421652421652,0.5565534237736735,66,2.3,64,0.06827,54.4721,1.5322,6.144,"{""num_leaves"": 64, ""learning_rate"": 0.06827, ""reg_lambda"": 54.4721, ""reg_alpha"": 1.5322, ""scale_pos_weight"": 6.144, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5486313337216074,0.0,0.4547645993585689,53,1.4,8,0.00746,54.5939,1.6806,7.962,"{""num_leaves"": 8, ""learning_rate"": 0.00746, ""reg_lambda"": 54.5939, ""reg_alpha"": 1.6806, ""scale_pos_weight"": 7.962, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5979749851101847,0.589086859688196,0.5716039901317611,226,3.9,32,0.01391,1.8599,1.5269,5.108,"{""num_leaves"": 32, ""learning_rate"": 0.01391, ""reg_lambda"": 1.8599, ""reg_alpha"": 1.5269, ""scale_pos_weight"": 5.108, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5629213483146067,0.5587044534412956,0.5236052956572242,196,9.4,16384,0.01616,44.7186,2.4283,9.238,"{""num_leaves"": 16384, ""learning_rate"": 0.01616, ""reg_lambda"": 44.7186, ""reg_alpha"": 2.4283, ""scale_pos_weight"": 9.238, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6018735362997658,0.5956521739130435,0.586235846723817,204,4.1,32,0.03358,19.7299,2.8147,6.25,"{""num_leaves"": 32, ""learning_rate"": 0.03358, ""reg_lambda"": 19.7299, ""reg_alpha"": 2.8147, ""scale_pos_weight"": 6.25, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5837592277115276,0.5804274465691789,0.5571729141174434,337,3.7,4,0.02921,7.9989,1.1235,4.175,"{""num_leaves"": 4, ""learning_rate"": 0.02921, ""reg_lambda"": 7.9989, ""reg_alpha"": 1.1235, ""scale_pos_weight"": 4.175, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6169724770642202,0.6124346310284718,0.5736891021229803,167,9.2,16384,0.09386,10.6179,2.0006,5.853,"{""num_leaves"": 16384, ""learning_rate"": 0.09386, ""reg_lambda"": 10.6179, ""reg_alpha"": 2.0006, ""scale_pos_weight"": 5.853, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5518840579710145,0.0,0.4407554923394761,54,1.3,4,0.00403,23.3082,1.64,4.532,"{""num_leaves"": 4, ""learning_rate"": 0.00403, ""reg_lambda"": 23.3082, ""reg_alpha"": 1.64, ""scale_pos_weight"": 4.532, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5785674625208218,0.5588052271313005,0.556571967721763,97,3.1,128,0.07382,58.8088,2.5299,2.101,"{""num_leaves"": 128, ""learning_rate"": 0.07382, ""reg_lambda"": 58.8088, ""reg_alpha"": 2.5299, ""scale_pos_weight"": 2.101, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5714285714285714,0.5686387133831131,0.5307029050492044,288,3.4,4,0.02628,32.4022,1.8074,4.412,"{""num_leaves"": 4, ""learning_rate"": 0.02628, ""reg_lambda"": 32.4022, ""reg_alpha"": 1.8074, ""scale_pos_weight"": 4.412, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5708061002178649,0.5232273838630807,0.525017654617572,82,2.5,256,0.03323,57.4427,2.0809,3.026,"{""num_leaves"": 256, ""learning_rate"": 0.03323, ""reg_lambda"": 57.4427, ""reg_alpha"": 2.0809, ""scale_pos_weight"": 3.026, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6155606407322655,0.611877624475105,0.5876093128615485,349,8.0,64,0.02945,2.7884,1.112,3.218,"{""num_leaves"": 64, ""learning_rate"": 0.02945, ""reg_lambda"": 2.7884, ""reg_alpha"": 1.112, ""scale_pos_weight"": 3.218, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5708084644601193,0.5177215189873418,0.5302776208450334,134,3.3,1024,0.02214,55.7525,1.5847,2.483,"{""num_leaves"": 1024, ""learning_rate"": 0.02214, ""reg_lambda"": 55.7525, ""reg_alpha"": 1.5847, ""scale_pos_weight"": 2.483, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5729788388497016,0.09162995594713656,0.5158289405044997,90,2.6,2048,0.0063,1.7634,2.0077,8.726,"{""num_leaves"": 2048, ""learning_rate"": 0.0063, ""reg_lambda"": 1.7634, ""reg_alpha"": 2.0077, ""scale_pos_weight"": 8.726, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5749128919860628,0.5671806167400881,0.5471466138501127,244,2.9,4,0.04398,26.1813,1.1887,5.652,"{""num_leaves"": 4, ""learning_rate"": 0.04398, ""reg_lambda"": 26.1813, ""reg_alpha"": 1.1887, ""scale_pos_weight"": 5.652, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5793337097684924,0.5724258289703316,0.5511826773425269,277,3.3,4,0.03069,7.3522,1.5574,2.902,"{""num_leaves"": 4, ""learning_rate"": 0.03069, ""reg_lambda"": 7.3522, ""reg_alpha"": 1.5574, ""scale_pos_weight"": 2.902, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6070175438596491,0.5981981981981982,0.5788036552183432,360,10.3,4096,0.03375,3.9979,2.225,4.5,"{""num_leaves"": 4096, ""learning_rate"": 0.03375, ""reg_lambda"": 3.9979, ""reg_alpha"": 2.225, ""scale_pos_weight"": 4.5, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.587088915956151,0.5838287752675386,0.5471893703899078,53,2.6,2048,0.06535,2.5507,2.4939,2.687,"{""num_leaves"": 2048, ""learning_rate"": 0.06535, ""reg_lambda"": 2.5507, ""reg_alpha"": 2.4939, ""scale_pos_weight"": 2.687, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6136890951276102,0.6110793832095945,0.5744552000545112,160,5.2,128,0.05837,5.1427,1.5514,6.181,"{""num_leaves"": 128, ""learning_rate"": 0.05837, ""reg_lambda"": 5.1427, ""reg_alpha"": 1.5514, ""scale_pos_weight"": 6.181, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5982436882546652,0.5784313725490197,0.5751090462871393,133,5.2,8192,0.05037,21.6484,2.4235,3.188,"{""num_leaves"": 8192, ""learning_rate"": 0.05037, ""reg_lambda"": 21.6484, ""reg_alpha"": 2.4235, ""scale_pos_weight"": 3.188, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6126436781609196,0.6082532504239684,0.5719607258345416,189,7.2,2048,0.09392,23.7226,1.6512,9.817,"{""num_leaves"": 2048, ""learning_rate"": 0.09392, ""reg_lambda"": 23.7226, ""reg_alpha"": 1.6512, ""scale_pos_weight"": 9.817, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5808019441069259,0.5766646304215027,0.5692809299639612,216,5.6,128,0.03443,44.8638,2.5893,2.612,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5590062111801242,0.3305785123966942,0.4490883228441604,25,1.1,4,0.02221,0.867,2.8211,1.774,"{""num_leaves"": 4, ""learning_rate"": 0.02221, ""reg_lambda"": 0.867, ""reg_alpha"": 2.8211, ""scale_pos_weight"": 1.774, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5787187839305103,0.5735461801596351,0.5413875566812262,415,4.6,8,0.00462,3.1606,1.6324,6.528,"{""num_leaves"": 8, ""learning_rate"": 0.00462, ""reg_lambda"": 3.1606, ""reg_alpha"": 1.6324, ""scale_pos_weight"": 6.528, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5533175355450237,0.03804347826086957,0.41599396951632245,106,1.6,2,0.01998,0.3234,2.2875,7.384,"{""num_leaves"": 2, ""learning_rate"": 0.01998, ""reg_lambda"": 0.3234, ""reg_alpha"": 2.2875, ""scale_pos_weight"": 7.384, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5342465753424658,0.0,0.4073351745427965,78,1.4,2,0.04256,0.9605,2.6513,1.034,"{""num_leaves"": 2, ""learning_rate"": 0.04256, ""reg_lambda"": 0.9605, ""reg_alpha"": 2.6513, ""scale_pos_weight"": 1.034, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5543288785589774,0.0,0.46426610024371917,75,1.8,32,0.00516,15.9915,1.3475,1.551,"{""num_leaves"": 32, ""learning_rate"": 0.00516, ""reg_lambda"": 15.9915, ""reg_alpha"": 1.3475, ""scale_pos_weight"": 1.551, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5785797438882422,0.5696517412935324,0.5694565976557592,430,12.0,8192,0.01242,27.1065,1.7139,2.136,"{""num_leaves"": 8192, ""learning_rate"": 0.01242, ""reg_lambda"": 27.1065, ""reg_alpha"": 1.7139, ""scale_pos_weight"": 2.136, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5813031161473088,0.5598802395209581,0.5541762455121795,312,3.4,4,0.04326,24.2008,1.1939,7.728,"{""num_leaves"": 4, ""learning_rate"": 0.04326, ""reg_lambda"": 24.2008, ""reg_alpha"": 1.1939, ""scale_pos_weight"": 7.728, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5593419506462984,0.5478312537136066,0.5090265173425238,68,1.6,16,0.02118,48.5816,1.4959,7.879,"{""num_leaves"": 16, ""learning_rate"": 0.02118, ""reg_lambda"": 48.5816, ""reg_alpha"": 1.4959, ""scale_pos_weight"": 7.879, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5897840968931016,0.578096947935368,0.5738007098320334,215,4.2,64,0.02528,25.1254,1.4214,3.408,"{""num_leaves"": 64, ""learning_rate"": 0.02528, ""reg_lambda"": 25.1254, ""reg_alpha"": 1.4214, ""scale_pos_weight"": 3.408, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5936564931178935,0.5906674542232723,0.556727764531499,114,3.3,128,0.05336,3.2065,3.0196,4.325,"{""num_leaves"": 128, ""learning_rate"": 0.05336, ""reg_lambda"": 3.2065, ""reg_alpha"": 3.0196, ""scale_pos_weight"": 4.325, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.58397365532382,0.3973703433162893,0.5371832505637183,253,5.5,8192,0.00354,0.0526,2.4477,1.139,"{""num_leaves"": 8192, ""learning_rate"": 0.00354, ""reg_lambda"": 0.0526, ""reg_alpha"": 2.4477, ""scale_pos_weight"": 1.139, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.597254004576659,0.594626168224299,0.5798291691356644,260,10.1,8192,0.03155,11.7366,1.4793,8.709,"{""num_leaves"": 8192, ""learning_rate"": 0.03155, ""reg_lambda"": 11.7366, ""reg_alpha"": 1.4793, ""scale_pos_weight"": 8.709, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5738349241998877,0.0,0.5315937283181029,75,2.4,1024,0.00618,1.2708,1.8471,1.8,"{""num_leaves"": 1024, ""learning_rate"": 0.00618, ""reg_lambda"": 1.2708, ""reg_alpha"": 1.8471, ""scale_pos_weight"": 1.8, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6009334889148191,0.5213333333333333,0.5701353086334515,105,3.3,4096,0.02081,0.576,2.1461,1.121,"{""num_leaves"": 4096, ""learning_rate"": 0.02081, ""reg_lambda"": 0.576, ""reg_alpha"": 2.1461, ""scale_pos_weight"": 1.121, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5833333333333334,0.5736263736263736,0.5234470456478123,86,2.9,4096,0.00803,0.0146,1.0426,8.319,"{""num_leaves"": 4096, ""learning_rate"": 0.00803, ""reg_lambda"": 0.0146, ""reg_alpha"": 1.0426, ""scale_pos_weight"": 8.319, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5871040723981901,0.5490699166132136,0.5707378042255903,557,11.3,256,0.00618,5.6449,2.4094,1.678,"{""num_leaves"": 256, ""learning_rate"": 0.00618, ""reg_lambda"": 5.6449, ""reg_alpha"": 2.4094, ""scale_pos_weight"": 1.678, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.582180409518539,0.09507042253521127,0.5425680645465023,114,2.8,1024,0.00531,0.6329,2.513,3.076,"{""num_leaves"": 1024, ""learning_rate"": 0.00531, ""reg_lambda"": 0.6329, ""reg_alpha"": 2.513, ""scale_pos_weight"": 3.076, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5647727272727273,0.05560538116591928,0.42017527406166766,35,1.1,2,0.04698,0.7974,1.1848,4.295,"{""num_leaves"": 2, ""learning_rate"": 0.04698, ""reg_lambda"": 0.7974, ""reg_alpha"": 1.1848, ""scale_pos_weight"": 4.295, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5873205741626795,0.5864306784660767,0.5399062793999292,167,5.8,8192,0.08919,3.7887,2.8538,3.665,"{""num_leaves"": 8192, ""learning_rate"": 0.08919, ""reg_lambda"": 3.7887, ""reg_alpha"": 2.8538, ""scale_pos_weight"": 3.665, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6012048192771084,0.5928074245939675,0.564998712258023,162,5.9,1024,0.05696,12.9716,2.7884,6.683,"{""num_leaves"": 1024, ""learning_rate"": 0.05696, ""reg_lambda"": 12.9716, ""reg_alpha"": 2.7884, ""scale_pos_weight"": 6.683, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5709552733296521,0.0,0.5172331871942263,19,1.2,32,0.00378,0.4152,1.2802,1.817,"{""num_leaves"": 32, ""learning_rate"": 0.00378, ""reg_lambda"": 0.4152, ""reg_alpha"": 1.2802, ""scale_pos_weight"": 1.817, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6024235429890363,0.5950920245398773,0.5786923469989136,97,3.2,4096,0.02385,0.806,1.3662,1.654,"{""num_leaves"": 4096, ""learning_rate"": 0.02385, ""reg_lambda"": 0.806, ""reg_alpha"": 1.3662, ""scale_pos_weight"": 1.654, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5487448920023351,0.0,0.4556133216238072,62,1.8,128,0.00396,21.8752,1.5743,3.93,"{""num_leaves"": 128, ""learning_rate"": 0.00396, ""reg_lambda"": 21.8752, ""reg_alpha"": 1.5743, ""scale_pos_weight"": 3.93, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.6043829296424452,0.5833333333333334,0.5290220716519779,239,4.9,128,0.00794,0.0184,1.0724,5.975,"{""num_leaves"": 128, ""learning_rate"": 0.00794, ""reg_lambda"": 0.0184, ""reg_alpha"": 1.0724, ""scale_pos_weight"": 5.975, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5619100499722376,0.0,0.49015704853216646,19,2.0,8192,0.00563,0.3821,2.8578,6.053,"{""num_leaves"": 8192, ""learning_rate"": 0.00563, ""reg_lambda"": 0.3821, ""reg_alpha"": 2.8578, ""scale_pos_weight"": 6.053, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5731246627091203,0.5706084959816303,0.5633224642733605,197,3.5,8,0.03749,40.2191,1.5047,3.15,"{""num_leaves"": 8, ""learning_rate"": 0.03749, ""reg_lambda"": 40.2191, ""reg_alpha"": 1.5047, ""scale_pos_weight"": 3.15, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5524673851389676,0.45517241379310347,0.5098366573557082,55,4.0,16384,0.01382,3.1223,1.5666,7.376,"{""num_leaves"": 16384, ""learning_rate"": 0.01382, ""reg_lambda"": 3.1223, ""reg_alpha"": 1.5666, ""scale_pos_weight"": 7.376, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5684468999386126,0.5495391705069125,0.5170367496734778,10,1.5,1024,0.03963,2.8674,1.0566,7.473,"{""num_leaves"": 1024, ""learning_rate"": 0.03963, ""reg_lambda"": 2.8674, ""reg_alpha"": 1.0566, ""scale_pos_weight"": 7.473, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5493863237872589,0.0,0.4735222208445931,68,1.9,256,0.00554,25.5982,2.5873,4.522,"{""num_leaves"": 256, ""learning_rate"": 0.00554, ""reg_lambda"": 25.5982, ""reg_alpha"": 2.5873, ""scale_pos_weight"": 4.522, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5671140939597316,0.5607369027058147,0.48688007975880965,125,3.0,512,0.00743,0.0367,2.1794,7.432,"{""num_leaves"": 512, ""learning_rate"": 0.00743, ""reg_lambda"": 0.0367, ""reg_alpha"": 2.1794, ""scale_pos_weight"": 7.432, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
2,0.5,0.5617597292724196,0.5325140809011777,0.47271297370102133,13,2.8,16384,0.08662,7.346,3.0935,6.171,"{""num_leaves"": 16384, ""learning_rate"": 0.08662, ""reg_lambda"": 7.346, ""reg_alpha"": 3.0935, ""scale_pos_weight"": 6.171, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5533211456429007,0.5511811023622047,0.48103506261842904,184,17.3,16384,0.09386,10.6179,2.0006,5.853,"{""num_leaves"": 16384, ""learning_rate"": 0.09386, ""reg_lambda"": 10.6179, ""reg_alpha"": 2.0006, ""scale_pos_weight"": 5.853, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
3,1.0,0.5721331689272503,0.5495391705069125,0.5219672613664791,12,2.2,64,0.02945,2.7884,1.112,3.218,"{""num_leaves"": 64, ""learning_rate"": 0.02945, ""reg_lambda"": 2.7884, ""reg_alpha"": 1.112, ""scale_pos_weight"": 3.218, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
